tenure_months,contract_type,monthly_charges,online_security,tech_support,payment_method,paperless_billing,senior_citizen,age,gender,internet_service,online_backup,device_protection,streaming_tv,streaming_movies,total_charges,support_tickets,complaint_count,usage_hours_per_month,email_opens_rate,nps_score,days_since_last_interaction,churn,satisfaction,customer_lifetime_value
64,Two year,78.99546174024874,1,1,Bank transfer,1,0,32,Male,DSL,1,0,0,1,5055.70955137592,2,0,0.0920586025543593,57.45303079879594,100,32,0,2,5442.411585300725
13,Month-to-month,107.20930536157965,0,0,Electronic check,1,1,66,Female,No,0,0,0,1,1393.7209697005355,8,1,15.610295700529633,6.510308343446032,10,37,0,1,2181.354415495815
16,Month-to-month,83.66561793268598,0,0,Electronic check,1,0,31,Male,Fiber optic,0,0,0,0,1338.6498869229756,12,1,1.1497793853128053,29.36026531620903,9,0,1,1,2583.547955642451
47,Two year,90.32740044306149,1,1,Bank transfer,1,0,27,Female,Fiber optic,0,0,0,1,4245.38782082389,1,0,0.6703070154276995,48.02459427441083,32,17,0,2,3278.587020162706
14,Month-to-month,106.09619849644668,0,0,Electronic check,1,1,69,Female,Fiber optic,0,1,0,1,1485.3467789502533,2,4,14.899639891895259,13.530852427310002,-34,78,1,0,2646.26263521492
3,One year,54.57571129159133,0,0,Electronic check,0,0,26,Female,Fiber optic,1,0,0,0,163.72713387477398,3,0,11.981076271141939,42.34979186171746,37,3,0,2,1223.9037467332255
27,Two year,52.82635170697545,1,0,Bank transfer,0,1,71,Female,DSL,0,0,1,0,1426.3114960883372,1,0,44.326888077955175,75.89706974106784,82,1,0,2,3397.499260844557
7,Month-to-month,57.70291917301054,0,0,Electronic check,0,0,31,Female,Fiber optic,1,1,0,1,403.9204342110738,1,2,130.54894040190877,75.65668902491798,65,3,1,2,2266.029832831372
18,Month-to-month,75.42776788863242,0,0,Electronic check,1,0,34,Female,DSL,1,0,1,1,1357.6998219953834,11,3,13.740613768212677,17.82665073541164,-25,26,1,1,2032.4915418473252
3,Month-to-month,31.17164776836941,0,0,Electronic check,0,0,63,Female,Fiber optic,0,1,0,0,93.51494330510823,3,0,6.409172629795964,70.92197379656034,44,19,0,2,1302.4624459186546
20,One year,59.64118929343703,0,1,Mailed check,1,0,19,Male,Fiber optic,0,0,1,0,1192.8237858687405,2,2,38.446822691755074,43.849674608040374,8,19,0,1,1961.3949688315881
13,One year,59.5860853206438,0,1,Credit card,0,0,25,Male,DSL,1,0,1,0,774.6191091683694,5,0,2.41763785175669,49.848592815867576,70,41,0,2,2207.9503438312267
13,Month-to-month,80.07635014591212,0,0,Electronic check,1,1,76,Female,No,0,0,1,0,1040.9925518968575,15,3,20.988749931483003,22.250262720224725,1,189,1,0,2997.1281708733472
9,Month-to-month,79.79125244275788,0,0,Electronic check,1,0,20,Female,DSL,0,0,1,0,718.121271984821,4,3,7.117938050106543,20.927200639169065,-69,22,1,1,870.4136552552839
35,Two year,65.82396727399309,0,0,Mailed check,0,0,57,Male,DSL,1,0,0,1,2303.8388545897583,2,1,53.94088513986523,57.767657063106064,50,1,0,2,3043.7609035766022
22,Month-to-month,73.84335516908774,0,0,Electronic check,1,0,42,Female,Fiber optic,0,1,0,0,1624.5538137199303,6,3,49.309461043338565,18.927281784571846,-15,72,1,1,2246.1195441989817
45,Two year,88.93619062449145,1,1,Credit card,1,0,60,Female,Fiber optic,0,0,1,1,4002.128578102115,1,0,9.616707694509278,74.84018186039378,70,9,0,2,3611.21705352453
8,Month-to-month,110.48768587178319,0,0,Electronic check,1,0,49,Female,Fiber optic,1,1,0,0,883.9014869742655,7,2,22.788523465231954,23.592989377350875,-5,20,1,1,2461.2591564101235
2,One year,34.94843117043534,1,0,Mailed check,1,0,26,Male,Fiber optic,1,0,0,0,69.89686234087068,1,1,51.54493361561476,58.32140591145419,20,20,0,2,747.7507957380589
13,Two year,72.05617899623603,1,0,Mailed check,1,1,74,Female,DSL,0,0,0,0,936.7303269510684,2,0,110.75400040147697,73.1688282085939,-3,3,0,2,1310.2810241211591
38,Two year,94.9704988244095,1,1,Bank transfer,1,0,62,Female,Fiber optic,0,1,1,1,3608.878955327561,3,0,4.122063915902973,45.58349933370481,49,14,0,2,3181.3670132721454
11,Month-to-month,78.13924039903661,0,0,Electronic check,1,0,22,Male,Fiber optic,1,0,0,0,859.5316443894027,0,0,60.59431487312007,60.92821411065787,23,4,0,2,1679.0983632160187
59,Two year,99.60835574350486,1,1,Bank transfer,1,0,34,Female,Fiber optic,0,0,0,0,5876.892988866786,3,0,113.44189921118199,62.44706762372673,15,2,0,2,3774.8399902413603
18,One year,80.98707073493816,0,0,Credit card,1,1,71,Male,No,1,1,1,0,1457.7672732288868,2,0,80.85581879944988,75.50470651911124,-19,2,1,2,1529.6035310112668
17,One year,85.09224761248231,0,0,Bank transfer,1,1,66,Male,DSL,1,1,0,0,1446.5682094121994,1,1,9.462112019160942,63.5632618985655,14,23,0,2,2063.385691015804
26,Two year,68.48338418499587,1,0,Mailed check,1,0,37,Male,Fiber optic,1,0,0,0,1780.5679888098925,3,1,116.95706968112576,64.8436648574745,51,61,0,2,2820.311384573766
10,Month-to-month,79.1567685785885,0,0,Electronic check,1,0,24,Male,Fiber optic,0,0,1,1,791.567685785885,7,4,31.538910303388906,26.147829974034018,22,153,1,0,3306.631748307114
20,Two year,79.04970354029484,1,1,Mailed check,1,0,39,Female,DSL,0,1,0,1,1580.9940708058969,1,0,154.69048322370517,62.394334633970495,69,9,0,2,3275.0929731915794
17,Month-to-month,103.00863208234784,0,0,Electronic check,1,1,76,Male,No,1,1,1,1,1751.1467453999135,5,2,9.867344796959168,23.89614914575584,-11,10,1,1,2916.4620614861064
10,Month-to-month,97.3983898396964,0,0,Electronic check,1,0,28,Male,Fiber optic,0,0,1,0,973.983898396964,9,1,50.71429496776085,10.310918174304238,-4,38,1,1,2530.6452212921326
2,One year,35.92308525472409,1,0,Electronic check,1,0,32,Male,Fiber optic,1,0,1,0,71.84617050944819,2,0,234.6765684648058,43.346148589692234,54,43,0,2,1176.4703971034746
51,Two year,90.50385578776701,1,1,Bank transfer,1,1,70,Female,DSL,0,0,1,1,4615.696645176117,3,0,101.76799253292405,57.90246542596342,16,11,0,2,3279.1250226684733
23,Two year,57.387785179768215,0,1,Credit card,0,0,35,Male,No,1,0,0,1,1319.919059134669,3,0,8.143195903377604,79.4527848749164,9,39,0,2,1305.2833277240697
19,One year,89.33122410300696,0,1,Mailed check,0,1,65,Male,Fiber optic,0,0,1,0,1697.2932579571323,2,0,11.379375585562336,70.5080446201101,21,8,0,2,2307.16252383148
6,One year,46.00905837142193,0,1,Electronic check,0,0,30,Male,Fiber optic,0,0,0,1,276.0543502285316,2,0,24.85603569890208,59.00667999468648,51,0,0,2,1824.0351179055328
10,Month-to-month,32.46368267913857,1,0,Electronic check,1,0,23,Male,Fiber optic,0,0,1,1,324.6368267913857,3,0,12.168511650589942,57.065985799993726,45,17,0,2,1459.4282099398586
21,One year,89.94777012121773,1,0,Bank transfer,0,0,62,Male,Fiber optic,0,0,0,0,1888.9031725455723,3,1,173.7765139042073,72.25799081798905,88,2,0,2,3230.3670471181913
28,Two year,69.5006417933899,0,1,Bank transfer,0,0,33,Male,Fiber optic,0,0,0,0,1946.0179702149173,3,0,21.10620141263273,60.99514554471878,26,43,1,1,3207.1977313283223
15,One year,60.599230916675324,1,1,Credit card,0,0,45,Male,DSL,1,1,0,1,908.9884637501299,3,1,17.460385620684846,73.41749921742971,65,3,0,2,2641.7471370400385
20,Two year,54.89459315064097,1,1,Bank transfer,1,0,56,Female,No,1,0,0,1,1097.8918630128194,4,1,199.21755948887636,55.55433916233818,40,6,0,2,2334.8730116697598
10,Month-to-month,77.1510354822868,0,0,Mailed check,1,0,34,Male,Fiber optic,0,1,1,1,771.5103548228681,1,1,8.596042983496869,76.3798311781831,39,14,1,2,1676.6565208358309
60,Two year,99.46771921428646,1,1,Bank transfer,1,0,23,Female,DSL,0,0,0,0,5968.063152857188,4,0,103.30395601354988,68.07206664404318,43,13,0,2,3799.220308132455
12,Two year,54.21862520037678,0,1,Bank transfer,1,0,45,Female,No,0,1,0,0,650.6235024045213,0,3,101.37746816940142,45.20096977783841,55,7,0,2,2059.741958957311
52,Two year,88.43538866729276,1,1,Bank transfer,1,0,29,Female,DSL,0,1,0,1,4598.640210699224,1,0,49.098657141798434,53.34030704993813,82,2,0,2,4046.6939675346675
13,One year,75.7810054268144,1,1,Credit card,0,1,69,Female,Fiber optic,1,1,1,1,985.1530705485873,2,0,12.028811402595224,43.971251821818036,-2,14,0,2,1160.4479061929167
21,Month-to-month,104.35612601799028,0,0,Electronic check,1,0,47,Male,Fiber optic,1,0,0,1,2191.478646377796,6,2,1.1787430943031318,20.5402545846694,-19,21,1,1,2539.2729043519444
30,One year,75.04177881862866,0,0,Credit card,0,0,52,Female,DSL,0,0,1,0,2251.2533645588596,1,0,90.6318536232964,59.07619743580001,74,11,0,2,2726.063470688319
70,Two year,90.94155566138255,1,1,Credit card,1,1,67,Male,No,0,0,0,1,6365.908896296779,1,0,33.73651639572833,62.49299731542851,50,27,0,2,3951.3085438329176
29,Two year,58.36285141201397,1,1,Credit card,0,0,50,Female,No,0,0,1,1,1692.522690948405,1,0,13.1091912508431,73.81856309316439,62,20,0,2,2604.6495563083868
40,Two year,60.24354992959356,1,1,Credit card,1,1,79,Male,Fiber optic,1,0,0,1,2409.7419971837426,0,0,10.11965882691948,52.10222543989454,30,6,0,2,2516.12456931256
27,Two year,86.58763698832928,1,0,Bank transfer,1,0,37,Female,DSL,1,1,1,0,2337.8661986848906,2,0,73.49660360442921,60.07565951864316,41,10,0,2,2015.1573075038377
47,Two year,74.17071059364187,1,1,Bank transfer,1,0,18,Female,No,1,1,0,1,3486.0233979011678,1,1,21.26671781809853,68.09507155554026,8,5,0,1,2875.375516083778
13,Month-to-month,73.8044685674788,0,0,Electronic check,1,0,55,Female,Fiber optic,0,0,0,1,959.4580913772245,6,2,1.6588568581925127,16.02166324385191,-4,111,1,1,2034.6043061172718
22,Two year,70.43544032898656,1,1,Bank transfer,1,0,58,Male,Fiber optic,0,1,1,0,1549.5796872377043,4,2,16.133403236120646,74.11607806198364,88,4,0,2,2803.535603577448
5,Month-to-month,64.59319540804222,1,0,Mailed check,1,0,48,Male,DSL,0,0,1,0,322.9659770402111,1,0,40.48481048966891,62.31045947719248,58,10,0,2,2089.1828790448117
65,Two year,95.19287655806781,1,1,Credit card,1,0,52,Female,DSL,0,0,0,1,6187.536976274408,2,0,16.8411016851937,73.38603242339514,87,18,0,2,4646.5799136589
25,Two year,67.51944086247863,1,1,Mailed check,0,0,28,Male,DSL,1,0,0,0,1687.9860215619658,1,0,4.992416718675626,72.40442847734991,50,0,0,2,2660.2772523697813
28,Two year,57.54959382794029,1,0,Credit card,0,0,59,Male,DSL,0,0,0,0,1611.3886271823283,3,0,77.74998506708287,52.90987481917868,82,1,0,2,2994.5220385640555
64,Two year,75.30321294282541,1,1,Credit card,1,0,38,Female,DSL,1,1,1,1,4819.405628340826,1,1,97.4761035741271,54.028447458839246,-22,5,0,2,2879.214533751229
6,Month-to-month,70.06857677318183,1,1,Electronic check,1,0,27,Male,Fiber optic,0,0,1,1,420.411460639091,1,0,33.51284042456383,73.52961231806054,59,11,0,2,1931.7349344564493
16,One year,86.69627704370994,1,1,Credit card,0,0,50,Female,No,0,1,1,1,1387.140432699359,4,1,10.99061863526092,68.31501978951377,44,70,0,1,2817.829649400438
16,One year,86.51526980890787,1,0,Credit card,0,0,57,Male,No,0,1,0,0,1384.244316942526,0,0,40.34517723000677,70.42604629135293,17,7,0,2,1518.622656461849
65,Two year,68.64205460046749,1,1,Bank transfer,1,0,44,Male,Fiber optic,0,0,0,0,4461.733549030387,4,1,72.42493830755227,76.14798417039975,53,10,0,2,3988.640631166526
17,Month-to-month,81.38433129647993,0,0,Electronic check,1,0,63,Female,No,1,0,0,1,1383.5336320401589,4,5,26.25597783955136,16.156446237311805,0,52,1,1,2643.1956117218574
11,Month-to-month,54.700583529965286,0,1,Mailed check,0,0,45,Male,Fiber optic,0,0,0,0,601.7064188296181,4,0,10.818440179871327,56.893840969796656,46,0,0,2,2337.054289152754
46,Two year,63.954944705625415,1,1,Bank transfer,1,0,42,Male,No,1,0,0,0,2941.927456458769,4,2,140.55322571113211,67.34774918650916,42,0,0,2,2575.766101990702
5,Month-to-month,49.85934431585645,1,0,Mailed check,1,1,71,Male,Fiber optic,0,0,0,0,249.29672157928223,1,0,35.97681149846955,52.6268787201454,1,0,0,2,708.8370480139248
53,Two year,61.84494257342935,1,1,Bank transfer,1,0,44,Male,Fiber optic,1,1,0,1,3277.7819563917556,3,1,72.43415974582375,48.781051071850435,52,19,0,2,3714.477486106069
17,Two year,74.23411873535584,1,1,Bank transfer,0,1,66,Female,Fiber optic,1,1,0,0,1261.9800185010492,2,1,109.89971392046652,72.2647788512806,7,40,0,2,1628.8744489502812
59,Two year,73.67129618947047,1,1,Bank transfer,1,0,61,Male,Fiber optic,0,0,1,0,4346.606475178758,0,1,35.62099404196239,64.51954934447674,-2,5,0,2,3159.4290559010037
24,Two year,53.505695153189606,0,0,Bank transfer,0,0,35,Female,Fiber optic,0,0,0,0,1284.1366836765505,0,2,6.6448931782367,53.10376060067685,36,13,1,1,2521.338834018972
19,One year,62.99171483153263,1,1,Mailed check,1,0,59,Male,DSL,0,0,0,0,1196.8425817991201,1,0,17.923921604899924,51.157495908158474,60,0,0,2,2392.2273771323303
12,Month-to-month,82.31328619903928,0,0,Electronic check,1,0,47,Female,Fiber optic,0,0,0,1,987.7594343884714,11,1,46.21689429480564,14.251579318282605,-44,1,1,1,1919.8624886884866
68,Two year,82.62199859685762,1,1,Credit card,1,0,25,Male,DSL,0,1,1,0,5618.295904586318,3,0,55.81948484257816,78.49096272652699,74,4,0,2,4735.412631826289
16,Month-to-month,110.3657150384526,0,0,Electronic check,1,0,38,Male,No,1,0,0,1,1765.8514406152417,8,3,3.359045795077911,16.119224332308676,-43,14,1,1,1688.1920390244545
18,One year,77.57646833722052,1,1,Bank transfer,0,0,19,Female,DSL,1,1,1,1,1396.3764300699693,2,2,46.9410593732721,45.986771917501194,8,1,0,2,2129.5215806527312
32,One year,84.50472407037722,1,0,Credit card,0,0,18,Female,No,0,0,1,0,2704.151170252071,1,0,161.04788656141722,52.039447659455945,74,9,0,2,3061.512320688522
39,Two year,67.13783860911089,1,1,Bank transfer,1,0,41,Male,Fiber optic,1,0,0,0,2618.3757057553244,2,0,11.381332423570706,62.5851381500884,77,0,0,2,3508.396271609501
29,Two year,56.91442099954908,1,1,Bank transfer,0,0,20,Male,No,0,0,1,0,1650.5182089869234,2,1,48.58974180287437,79.94472672510827,69,48,0,2,3209.681070227846
2,One year,42.49508608184449,0,0,Mailed check,1,0,21,Male,DSL,1,1,0,0,84.99017216368898,0,0,122.94024750727438,66.81735799997101,62,12,0,2,1555.5286976790526
64,Two year,74.85634270600563,1,1,Credit card,1,0,41,Female,Fiber optic,0,0,0,0,4790.805933184361,0,0,7.011166342882495,66.3975570176803,20,28,0,1,4632.303066217428
19,One year,57.43036224824841,0,1,Credit card,1,0,22,Male,DSL,1,0,1,1,1091.1768827167198,3,0,69.10000804003957,64.176313822107,81,0,1,2,2722.4883497813676
11,Month-to-month,74.0325288732289,1,1,Electronic check,1,0,41,Female,Fiber optic,0,0,1,1,814.3578176055179,0,0,25.049242627915856,74.69694615837284,11,14,0,2,1769.2267672779915
67,Two year,60.567601975830684,1,1,Bank transfer,1,0,32,Female,Fiber optic,0,1,1,0,4058.029332380656,3,0,71.06436574396017,65.02253232943654,19,9,0,2,3779.4912177156066
63,Two year,75.89525561941267,1,1,Bank transfer,1,0,38,Female,Fiber optic,1,0,0,0,4781.401104022998,0,0,61.26363832847932,72.56233525611664,34,24,0,2,3368.0310006291684
56,Two year,71.3541811443458,1,1,Credit card,1,0,44,Male,Fiber optic,1,0,0,1,3995.8341440833647,1,2,20.684623532589754,48.38288088170661,40,2,0,2,3660.4142591519653
60,Two year,88.00137091088418,1,1,Bank transfer,1,0,29,Female,No,0,1,1,0,5280.082254653051,2,0,12.698770590465063,48.7805146980665,47,3,0,2,4458.433956322842
7,One year,40.53533325374531,0,0,Electronic check,1,0,20,Female,Fiber optic,0,1,1,0,283.74733277621715,1,0,78.3280040773594,78.3965095363215,36,32,1,2,1841.0508002202628
19,Month-to-month,97.6354785083349,0,0,Electronic check,1,0,54,Female,Fiber optic,0,0,1,0,1855.0740916583632,9,3,15.6816705138313,23.13172481053246,21,134,1,1,2964.1429745465425
36,Two year,85.45962604196616,1,1,Bank transfer,1,0,23,Female,Fiber optic,1,1,0,1,3076.546537510782,3,0,25.94605645458667,42.862872250910385,-70,16,0,1,1952.0647104680072
18,Month-to-month,101.92625230958323,0,0,Electronic check,1,0,48,Male,No,0,0,0,1,1834.6725415724982,5,4,2.9247961524697934,17.036398223991174,-11,22,1,1,2494.45592994168
25,One year,69.74309754688728,0,0,Credit card,1,0,33,Male,No,0,0,1,1,1743.577438672182,2,0,12.527386180410723,46.252461587158116,10,10,1,2,2283.9773146910306
23,One year,73.18522280946453,1,0,Mailed check,0,0,18,Female,DSL,0,1,1,0,1683.2601246176844,2,0,329.6846916209016,73.10261573245415,55,11,0,2,2375.7964471896175
2,Month-to-month,35.98799832160986,0,1,Mailed check,0,0,27,Male,DSL,0,0,0,1,71.97599664321972,1,1,169.1337994039193,78.94399501989216,50,1,0,2,1154.310040348568
53,Two year,73.49360564068094,1,1,Bank transfer,1,1,66,Male,DSL,0,0,0,1,3895.16109895609,1,0,57.18696143111146,79.41572044074879,23,6,0,2,3087.3470523950323
6,Month-to-month,62.235998869090885,0,0,Electronic check,1,0,21,Male,DSL,0,1,0,0,373.4159932145453,5,0,242.89026853515833,66.12379371770494,22,8,0,2,1193.863022116966
69,Two year,68.47021402661913,1,1,Credit card,1,1,78,Male,No,0,1,0,1,4724.4447678367205,4,0,64.32705951816979,47.19020509780237,46,17,0,2,4445.068627728763
61,Two year,69.67555534216584,1,1,Credit card,1,0,55,Female,DSL,1,0,0,1,4250.208875872116,1,2,111.67216752837359,67.7704603982902,57,4,0,2,4196.430230539326
69,Two year,87.81662593312213,1,1,Bank transfer,1,0,22,Male,Fiber optic,0,0,0,0,6059.347189385427,2,1,204.4084318304634,71.824644448924,-21,14,0,2,2870.8310621646174
43,Two year,70.2753539058286,1,1,Credit card,1,0,53,Female,Fiber optic,1,1,1,0,3021.8402179506297,1,0,113.41670543109949,55.02083041393742,-2,6,0,2,2001.5466488980705
21,Month-to-month,107.6259330285181,0,0,Electronic check,1,1,65,Female,No,0,0,0,1,2260.1445935988804,7,0,32.44174670436563,7.49159056293432,20,42,1,2,2421.3439136023367
3,One year,35.76505451695247,0,0,Electronic check,0,0,54,Female,Fiber optic,1,0,1,0,107.29516355085741,3,1,94.74627034094063,45.59129360218785,30,9,0,2,1218.2757160110286
40,Two year,64.51772833644694,1,1,Bank transfer,1,0,48,Male,Fiber optic,1,0,0,1,2580.709133457877,3,0,80.06987153232103,77.52629938844376,59,4,0,2,3367.995290152261
60,Two year,98.82968614708992,1,1,Credit card,1,1,79,Female,Fiber optic,0,1,0,0,5929.781168825395,3,0,9.439802285844587,45.39048486618933,24,3,0,2,2846.710752150598
25,Two year,85.70045951114118,1,0,Bank transfer,1,0,52,Female,DSL,0,0,0,0,2142.5114877785295,1,1,60.83993280217303,76.5872910466463,46,16,0,2,2868.7701623869043
25,Two year,66.58750838597726,1,1,Credit card,1,0,31,Female,Fiber optic,0,0,1,1,1664.6877096494316,5,0,13.10562212462948,63.73925180447761,41,10,0,2,2339.599045727266
18,Month-to-month,90.4096540908709,0,0,Electronic check,1,0,41,Male,Fiber optic,0,0,1,1,1627.3737736356761,12,3,2.1535535490648074,19.696117905007547,-74,27,1,1,1172.8512941885306
19,Month-to-month,71.42592469556463,0,0,Electronic check,1,0,21,Female,Fiber optic,0,0,0,1,1357.092569215728,11,5,10.97729336083111,23.40729255770092,-25,100,1,0,2961.4932621390826
20,Month-to-month,83.6333995134072,0,0,Electronic check,1,1,71,Male,Fiber optic,0,1,1,0,1672.667990268144,16,3,18.334468057105184,13.502234821019163,-55,10,1,1,827.8642302796947
11,Month-to-month,34.57414789648236,1,0,Mailed check,1,0,26,Male,No,0,0,0,0,380.31562686130593,1,1,2.321172671344777,63.29662812899995,58,6,1,2,2226.7325316813613
10,Month-to-month,42.281578702440726,1,1,Electronic check,0,0,63,Male,No,0,0,0,0,422.81578702440726,2,2,30.208449476347134,52.78677783565392,19,0,0,2,807.679494613032
19,One year,78.77085540276862,1,1,Bank transfer,1,0,40,Female,Fiber optic,1,1,0,0,1496.6462526526038,1,0,19.664754235171998,75.25371148622807,68,2,0,2,2550.4831100862853
17,Month-to-month,103.95638687004367,0,0,Electronic check,1,1,75,Female,No,0,0,0,0,1767.2585767907424,10,4,4.486660363897032,11.639420837426021,-61,103,1,0,2343.0262619568844
20,Month-to-month,79.03879774203634,0,0,Electronic check,1,0,45,Male,No,1,0,0,0,1580.7759548407266,12,4,14.053982632131675,7.56635667626032,-1,23,1,1,2379.0583508805075
35,One year,73.6439519708797,0,0,Bank transfer,0,0,41,Male,Fiber optic,0,1,0,1,2577.5383189807894,3,0,63.447911006011374,70.3407763070853,37,10,0,2,2483.436036419192
64,Two year,86.06671674825704,1,1,Bank transfer,1,0,24,Male,DSL,1,0,0,0,5508.26987188845,3,1,31.789571305422992,74.67624952448628,45,46,0,1,5069.296784340137
31,One year,85.57350448085793,1,1,Bank transfer,0,0,28,Female,DSL,0,0,0,1,2652.778638906596,0,1,128.23001838494733,61.307555426089095,59,3,0,2,2676.198872385513
10,Month-to-month,82.9695803710428,0,0,Electronic check,1,0,48,Male,DSL,0,0,1,1,829.695803710428,9,5,42.353255431200395,14.36664296397077,-39,29,1,1,2074.719421822373
65,Two year,63.761444177370656,1,1,Credit card,1,0,53,Male,Fiber optic,0,0,0,0,4144.493871529093,0,2,88.46668374679473,78.46760453311566,53,0,0,2,4329.0274895735265
21,Two year,57.763781571584204,1,1,Credit card,1,0,51,Male,No,1,0,0,0,1213.0394130032682,6,0,76.65678927678364,62.443390184337744,23,6,0,2,2032.6095709178862
1,Month-to-month,60.57474263595996,0,0,Electronic check,1,1,70,Male,No,1,0,0,1,60.57474263595996,2,1,182.30394669240349,41.880631575999246,21,27,0,2,860.9440752890529
50,Two year,89.59945546742446,1,1,Credit card,1,0,32,Female,DSL,0,0,0,1,4479.972773371223,0,1,50.91656907384809,49.77872159294257,28,46,0,2,3635.852941749368
7,One year,69.71921125464281,1,0,Electronic check,1,0,58,Female,No,0,0,0,0,488.0344787824997,2,0,93.18200321978027,62.89311232607565,82,31,0,2,2185.0961952604953
29,Two year,57.569412437970804,0,1,Mailed check,1,0,45,Male,No,1,1,1,1,1669.5129607011534,1,0,98.88659931990948,63.35490093028277,34,1,0,2,2132.680409162118
46,Two year,90.2505863156581,1,1,Bank transfer,1,0,60,Female,Fiber optic,1,1,0,0,4151.526970520273,2,1,4.767854246369621,66.29773606674885,-20,16,0,1,3186.235606275655
44,Two year,81.97289917612696,1,1,Bank transfer,1,0,63,Male,DSL,0,1,1,0,3606.8075637495863,7,0,3.8164641049825807,52.727691557126704,59,0,0,2,3078.9740127684377
55,Two year,71.21337843166083,1,1,Credit card,1,0,41,Male,Fiber optic,0,0,0,0,3916.7358137413457,1,0,88.84682875899794,50.13639294802534,0,5,0,2,3245.756140991303
52,Two year,81.03250395493295,1,1,Bank transfer,1,1,79,Male,DSL,1,1,0,0,4213.690205656513,4,0,67.67401653521452,68.1627070815506,56,19,0,2,3822.0728497002674
61,Two year,77.95110295325613,1,1,Bank transfer,1,0,21,Male,Fiber optic,0,0,0,0,4755.017280148623,3,1,8.571313161875988,76.1623023202118,76,6,0,2,4658.280455204287
15,Month-to-month,71.86758174079064,0,0,Electronic check,1,0,37,Male,No,0,0,1,0,1078.0137261118596,8,3,53.435569035487674,13.04071356179511,1,31,1,1,2365.0334148854417
56,Two year,74.80209338697021,1,1,Bank transfer,1,0,31,Male,DSL,0,1,0,1,4188.917229670332,3,0,3.175495366292159,43.797666587924816,4,24,0,2,2787.1437602063384
5,Month-to-month,35.68809794022747,0,0,Electronic check,1,0,47,Male,Fiber optic,0,1,0,0,178.44048970113735,2,1,26.649613009187064,64.34262368470075,19,2,1,2,1418.8395674118242
2,Month-to-month,45.46340557498477,0,0,Mailed check,1,0,62,Male,No,0,0,0,1,90.92681114996954,2,1,34.68582263072516,64.3781391441072,43,14,1,2,1375.3313032487397
59,Two year,89.73695144306437,1,1,Bank transfer,1,0,51,Male,Fiber optic,1,0,0,1,5294.480135140798,1,1,161.771845695354,70.29803351574789,86,54,0,2,4871.42295813521
11,Month-to-month,105.46953726255643,0,0,Electronic check,1,1,69,Female,Fiber optic,1,0,0,0,1160.1649098881207,5,3,39.24603445215309,6.038147526660172,-43,12,1,1,1530.2542882320456
24,One year,57.37951508657591,1,0,Credit card,1,0,61,Male,DSL,0,0,1,0,1377.1083620778218,4,0,4.339079833923277,60.58075180380524,76,22,1,2,2551.8171029321775
71,Two year,78.00497729679039,1,1,Bank transfer,1,0,18,Male,Fiber optic,1,0,1,1,5538.353388072117,3,0,87.16816846697608,50.78743865346362,64,9,0,2,4921.733660088478
21,Month-to-month,88.28210813521056,0,0,Electronic check,1,1,74,Female,DSL,1,1,1,1,1853.9242708394218,7,3,5.363504155086392,27.773216825863273,-77,15,1,1,1787.3505093147892
60,Two year,94.37663173122357,1,1,Bank transfer,1,0,43,Female,DSL,0,0,1,1,5662.597903873414,2,0,84.59247916576105,78.15998618227823,37,25,1,2,3995.684355800632
60,Two year,92.67027720478112,1,1,Credit card,1,1,66,Female,No,1,0,1,0,5560.216632286867,1,1,5.600862878232415,50.02007994713924,80,4,0,2,4239.606659141072
47,Two year,95.88745363858476,1,1,Credit card,1,0,63,Male,DSL,0,0,1,0,4506.710321013484,1,0,118.90032636089926,44.407518112794484,27,44,0,2,3210.8327062229464
10,One year,60.7451507283468,0,0,Mailed check,1,1,79,Male,No,0,1,0,0,607.451507283468,2,0,61.61666555533956,54.715246732996505,4,1,0,2,1041.6471594871948
21,Month-to-month,112.67751139791584,0,0,Electronic check,1,1,71,Female,Fiber optic,1,0,1,1,2366.2277393562326,8,1,27.125260194742047,15.779982359615179,-13,150,0,1,2039.7328489532142
11,Month-to-month,97.17701188652855,0,0,Electronic check,1,0,39,Male,Fiber optic,0,1,0,1,1068.947130751814,10,1,3.360075967537168,22.558171778264978,5,169,1,1,2413.646492565198
68,Two year,67.21231741691112,1,1,Bank transfer,1,0,52,Female,DSL,0,1,0,0,4570.4375843499565,1,1,54.19356809348614,55.87539355454054,3,31,0,2,3504.3882569483308
29,One year,50.38690155387677,1,0,Credit card,1,0,35,Female,DSL,0,0,0,0,1461.2201450624264,2,2,63.463111897900234,63.40802363699369,51,23,0,2,2144.528899390463
21,Month-to-month,96.2587894967112,0,0,Electronic check,1,0,28,Male,DSL,1,0,1,1,2021.4345794309352,10,1,30.218105836648004,23.063113716161133,-31,15,1,1,2498.607250237104
13,Month-to-month,96.45950493732835,0,0,Electronic check,1,0,50,Male,DSL,1,0,1,0,1253.9735641852685,7,0,2.031503674064417,8.148247440063617,0,87,1,2,2047.201608873435
58,Two year,96.15653321041498,1,1,Bank transfer,1,1,69,Male,No,0,1,0,0,5577.078926204069,1,0,94.05034577940596,57.77785132506223,61,11,0,2,3781.2280026543076
47,Two year,66.62513388113061,1,1,Bank transfer,1,0,26,Male,Fiber optic,1,0,0,1,3131.3812924131385,2,1,17.825444322317225,53.142109142349476,44,58,0,2,3526.49680389004
